Study Name,Douglas St & Tolmie Ave
Project,2025 TMC Collection Program
Project Code,
Legs and Movements,All Processed Legs & Movements
Bin Size,1 hour
Time Zone,America/Vancouver
Start Time,2025-01-30 07:00:00
End Time,2025-01-30 18:00:00
Location,Douglas St & Tolmie Ave
Latitude and Longitude,"48.447764,-123.372381"
,
AM Peak,8 AM - 9 AM (0.977)
Midday Peak,11:45 AM - 12:45 PM (0.971)
PM Peak (Overall Peak Hour),4:15 PM - 5:15 PM (0.924)
