Study Name,Fairfield Rd & Moss St
Project,2025 TMC Collection Program
Project Code,
Legs and Movements,All Processed Legs & Movements
Bin Size,1 hour
Time Zone,America/Vancouver
Start Time,2025-02-13 07:00:00
End Time,2025-02-13 18:00:00
Location,Fairfield Rd & Moss St
Latitude and Longitude,"48.41526,-123.348809"
,
AM Peak,8 AM - 9 AM (0.884)
Midday Peak,12 PM - 1 PM (0.955)
PM Peak (Overall Peak Hour),4:15 PM - 5:15 PM (0.952)
