Movement,Right,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Thru,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Peds CW,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Peds CCW,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32
Start Time,Motorcycles,Lights,Single-Unit Trucks,Articulated Trucks,Buses,Pedestrians,Bicycles on Road,Bicycles on Crosswalk,Motorcycles,Lights,Single-Unit Trucks,Articulated Trucks,Buses,Pedestrians,Bicycles on Road,Bicycles on Crosswalk,Motorcycles,Lights,Single-Unit Trucks,Articulated Trucks,Buses,Pedestrians,Bicycles on Road,Bicycles on Crosswalk,Motorcycles,Lights,Single-Unit Trucks,Articulated Trucks,Buses,Pedestrians,Bicycles on Road,Bicycles on Crosswalk
2025-02-20 07:00:00,0,1,0,0,0,0,2,0,2,256,1,1,4,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0
2025-02-20 08:00:00,0,1,0,0,0,0,4,0,4,389,5,0,6,0,21,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,0
2025-02-20 11:00:00,0,1,0,0,0,0,0,0,0,182,4,0,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
2025-02-20 12:00:00,0,3,0,0,0,0,0,0,1,326,9,2,6,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
2025-02-20 13:00:00,0,1,0,0,0,0,0,0,0,188,3,0,1,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0
2025-02-20 16:00:00,0,4,0,0,0,0,0,0,7,479,4,0,4,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0
2025-02-20 17:00:00,0,3,0,0,0,0,3,0,0,386,2,1,3,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0
