Study Name,Quadra St & Yates St
Project,2025 TMC Collection Program
Project Code,
Legs and Movements,All Processed Legs & Movements
Bin Size,1 hour
Time Zone,America/Vancouver
Start Time,2025-02-13 07:00:00
End Time,2025-02-13 18:00:00
Location,Quadra St & Yates St
Latitude and Longitude,"48.42569,-123.359318"
,
AM Peak,8 AM - 9 AM (0.962)
Midday Peak,12:30 PM - 1:30 PM (0.939)
PM Peak (Overall Peak Hour),4:15 PM - 5:15 PM (0.987)
